Signatura,Denominació comercial,Subgrups,Grups,Categoria,Inici d'activitat,Estat,Municipi,Localitat,Adreça,UTM (X),UTM(Y),Places,Nombre habitacions,Explotador/s,Columna amb nova georeferència
HA/2598,PALMERAS PLAYA,Hotel apartament,Allotjaments,4 estrelles,05/05/1989,Alta,SANT LLORENÇ DES CARDASSAR,Coma (La),"SAVINES, CANTONADA C. ATZEROLES, C. ARITJA, S/N. 07530 Coma (La), SANT LLORENÇ DES CARDASSAR, Mallorca","532,119.990844","4,380,444.87333",645,215,"PROMOCIONES TURISTICAS DE CALA MILLOR, SL (B07160393)",POINT (3.37397100994811 39.57310766219083)
HA/2600,ES BAULO PETIT HOTEL,Hotel apartament,Allotjaments,4 estrelles,26/05/1989,Alta,SANTA MARGALIDA,Can Picafort,"SANTA MARGALIDA, 28. 07458 Can Picafort, SANTA MARGALIDA, Mallorca","513,652.701794","4,401,080.02673",157,70,"EIDENAI, SL (B57525388)",POINT (3.1593854563333483 39.75952933128855)
HA/2607,LAGOTEL CLUB,Hotel apartament,Allotjaments,4 estrelles,14/07/1989,Alta,MURO,Platja De Muro,"LAS GAVIOTAS, S/N. 07440 Platja De Muro, MURO, Mallorca","509,402.415899","4,407,058.03066",558,268,LAGOTEL SA (A07035256),POINT (3.109852161695969 39.813449386714375)
HA/2608,PLAYA DORADA,Hotel apartament,Allotjaments,3 estrelles,14/07/1989,Alta,SANT LLORENÇ DES CARDASSAR,Coma (La),"Carrer ARITJA, 7. 07560 Coma (La), SANT LLORENÇ DES CARDASSAR, Mallorca","531,984.770843","4,381,045.76307",324,153,FUTUR CALA MILLOR SA (A07130628),POINT (3.3724256553732954 39.57852689817026)
HA/2609,BAHIA GRANDE,Hotel apartament,Allotjaments,4 estrelles,14/07/1989,Alta,SANT LLORENÇ DES CARDASSAR,Cala Millor,"CASTELL, 1",,,336,159,CALA MILLOR NOU SL (B08816233),
HA/2613,LA PINEDA,Hotel apartament,Allotjaments,4 estrelles,12/01/1990,Alta,CAPDEPERA,Cala Rajada,"Carrer CASTELLET, 72. 07590 Cala Rajada, CAPDEPERA, Mallorca","539,416.41952","4,395,829.55427",753,351,PRINZ HOTELES SA (A07190309),POINT (3.459837694366632 39.71142029804171)
HA/2614,STIL PICAFORT PARK,Hotel apartament,Allotjaments,4 estrelles,05/10/1989,Alta,SANTA MARGALIDA,Can Picafort,"Avinguda SON BAULÓ, 2. 07458 Can Picafort, SANTA MARGALIDA, Mallorca","514,075.749795","4,401,044.66118",468,234,"MALLORCOTEL, S.L. (B57077414)  des de 28/04/2023",POINT (3.1643234607976836 39.75920379600092)
HA/2619,BARCELO CALA VIÑAS,Hotel apartament,Allotjaments,4 estrelles,19/12/1989,Alta,CALVIÀ,Cala Vinyes,"Carrer CORAL - URBANITZACIÓ BADIA DE PALMA, 2 - 4. 07184 Cala Vinyes, CALVIÀ, Mallorca","459,898.336186","4,371,724.98658",696,337,"BARCELO EXPLOTACIONES HOTELERAS MEDITERRÁNEO, SL. (B35820679)",POINT (2.5336274998739174 39.49420328175533)
HA/2620,Alua Palmanova Bay,Hotel apartament,Allotjaments,4 estrelles,12/01/1990,Alta,CALVIÀ,Palmanova,"Carrer TORRENOVA 5, S/N. 07181 Palmanova, CALVIÀ, Mallorca","460,689.016838","4,373,697.25711",449,170,BEACH PALMA NOVA S.L (B07027089),POINT (2.5427061927016457 39.51201052776702)
HA/2621,PALMANOVA SUITES BY TRH,Hotel apartament,Allotjaments,4 estrelles,12/01/1990,Alta,CALVIÀ,Palmanova,"Carrer MARTIN ROS GARCIA, 15. 07181 Palmanova, CALVIÀ, Mallorca","460,580.629118","4,373,494.64582",424,212,"HOTEL SEM PALMANOVA, S.L. (B88607098)  des de 17/06/2022",POINT (2.5414573869460315 39.510179978200924)
HA/2627,ALBA,Hotel apartament,Allotjaments,4 estrelles,01/02/1990,Alta,SANTANYÍ,Cala D'Or,"PLATJA D'OR, C/ CONILLERA S/N, S/N",,,452,226,PRINZ HOTELES SA (A07190309),
HA/2628,FLORA,Hotel apartament,Allotjaments,3 estrelles,22/02/1990,Alta,POLLENÇA,Port De Pollença,"ROGER DE FLOR, SN. 07470 POLLENÇA, Mallorca","506,973.333948","4,417,664.93393",176,88,LINEA TURISTICA SL (B07195761),POINT (3.0815853625293768 39.90904108920933)
HA/2633,COMA GRAN,Hotel apartament,Allotjaments,4 estrelles,22/03/1990,Alta,SANT LLORENÇ DES CARDASSAR,Coma (La),"CARDS, SOLARS NÚM. 25, 26 I 27, S/N. 07560 Coma (La), SANT LLORENÇ DES CARDASSAR, Mallorca","532,092.947668","4,380,987.9349",430,209,CALA MILLOR NOU SL (B08816233),POINT (3.3736824262814493 39.57800180735419)
HA/2637,ALCUDIA PINS,Hotel apartament,Allotjaments,3 estrelles Superior,11/04/1990,Alta,MURO,Platja De Muro,"Carretera ARTA - PORT ALCUDIA.KM.25,4, S/N. 07458 Platja De Muro, MURO, Mallorca","510,932.36539","4,404,248.85999","2,205",598,NODEMAR SA (A07163561)  des de 10/01/2022,POINT (3.127680313094171 39.78812020389477)
HA/2638,IVORY PLAYA,Hotel apartament,Allotjaments,3 estrelles Superior,17/04/1990,Alta,ALCÚDIA,Port D'Alcúdia,"ARTA, 113. 07400 ALCÚDIA, Mallorca","509,810.802784","4,407,805.07187",336,168,TUEX SA (A07221229),POINT (3.114634681035588 39.820175665350035)
HA/2645,PAGUERA PARK,Hotel apartament,Allotjaments,4 estrelles,22/05/1990,Alta,CALVIÀ,Peguera,"Carrer PALMIRA, 17. 07160 Peguera, CALVIÀ, Mallorca","452,767.225901","4,376,924.95818",424,215,ALLTOURS ESPAÑA SL (B35379841),POINT (2.4503285848312495 39.54069353807573)
HA/2648,Inturotel Cala Azul,Hotel apartament,Allotjaments,3 estrelles,22/05/1990,Alta,SANTANYÍ,Cala D'Or,"Carrer Caló des Corral, 1. 07660 Cala D'Or, SANTANYÍ, Mallorca",,,561,263,"CALA AZUL PARK, SA (A07207186)",
HA/2652,PORT D'ALCUDIA,Hotel apartament,Allotjaments,4 estrelles,08/06/1990,Alta,ALCÚDIA,Port D'Alcúdia,"CIGNE BLANC, SOLAR H, S/N. 07410 ALCÚDIA, Mallorca","510,072.579469","4,409,642.3574",439,174,PORT D'ALCUDIA APARTAMENTS SL (B57062085),POINT (3.117721665269391 39.83672663986351)
HA/2654,GUYA PLAYA,Hotel apartament,Allotjaments,4 estrelles,08/06/1990,Alta,CAPDEPERA,Cala Rajada,"DE LA CALA, SN. 07590 Cala Rajada, CAPDEPERA, Mallorca","539,630.133683","4,396,650.84512",285,138,GUYA PLAYA SA (A07218159),POINT (3.4623802446303076 39.718810188984904)
HA/2657,PONENT MAR,Hotel apartament,Allotjaments,4 estrelles,26/04/1991,Alta,CALVIÀ,Son Caliu,"Carrer MARQUES DE LA TORRE, 9. 07181 Son Caliu, CALVIÀ, Mallorca","460,815.525833","4,375,155.40654",442,189,PONENT MAR SA (A07235195),POINT (2.544091908421664 39.52515462206419)
HA/2658,INTUROTEL ESMERALDA PARK,Hotel apartament,Allotjaments,3 estrelles,05/07/1990,Alta,SANTANYÍ,Cala D'Or,"Carrer Caló des Corral, 23. 07660 Cala D'Or, SANTANYÍ, Mallorca",,,636,318,URBANIZADORA ESMERALDA SA (A07054471),
HA/2659,LAGO PARK,Hotel apartament,Allotjaments,3 estrelles,01/08/1990,Alta,MURO,Muro,"YOLA, S/N. 07440 MURO, Mallorca","509,704.76903","4,407,117.04425",159,69,EXMA SA (A07226350),POINT (3.113385540721904 39.81397770554235)
HA/2661,MARTHA'S,Hotel apartament,Allotjaments,2 estrelles,10/09/1990,Alta,CALVIÀ,Palmanova,"JARDIEL PONCELA, 1. 07181 Palmanova, CALVIÀ, Mallorca","460,829.375652","4,375,413.19906",123,41,MARTHA'S APARTAMENTOS SL (B07744584),POINT (2.5442378607171237 39.52747803018806)
HA/2663,VIVA GOLF HOTEL ADULTS ONLY,Hotel apartament,Allotjaments,4 estrelles Superior,10/09/1990,Alta,ALCÚDIA,Port D'Alcúdia,"Carretera ARTA, 13. 07400 Port D'Alcúdia, ALCÚDIA, Mallorca","511,118.436728","4,410,199.21413",240,120,INVERSIONES PASCUAL SL (B07461767),POINT (3.1299543835489594 39.841730889117606)
HA/2664,MAR HOTELS PLAYA DE MURO SUITES,Hotel apartament,Allotjaments,4 estrelles,17/09/1990,Alta,MURO,Platja De Muro,"LOS TRONCOS, S/N, S/N. 07440 Platja De Muro, MURO, Mallorca","510,932.36539","4,404,248.85999",256,120,PALMIRA CORALIAN S.L. (B16637902)  des de 15/03/2022,POINT (3.127680313094171 39.78812020389477)
HA/2666,PROTUR TURO PINS,Hotel apartament,Allotjaments,4 estrelles,23/11/1990,Alta,CAPDEPERA,Cala Rajada,"Carrer BOSQUE ESQ.CALA LLITERAS, S/N. 07590 Cala Rajada, CAPDEPERA, Mallorca","539,630.133683","4,396,650.84512",301,136,"PROMOCIONES TURISTICAS DE CALA MILLOR, SL (B07160393)  des de 25/05/2012",POINT (3.4623802446303076 39.718810188984904)
HA/2672,FERRER ISABEL,Hotel apartament,Allotjaments,3 estrelles,26/04/1991,Alta,SON SERVERA,Cala Bona,"RONDA D'ES PRATS, S/N. 07559 Cala Bona, SON SERVERA, Mallorca","533,816.204942","4,386,106.83736",226,113,"PICAFORT HOTELS, SL (B57936676)",POINT (3.3940084471557497 39.624057945248616)
HA/2678,ZAFIRO PALMANOVA,Hotel apartament,Allotjaments,4 estrelles,13/02/1992,Alta,CALVIÀ,Palmanova,"URBANITZACIÓ CAS SABONERS, 5. 07182 Palmanova, CALVIÀ, Mallorca","460,112.308669","4,373,888.88557",458,241,INVERSIONES PLOMER SL (B07985823),POINT (2.5359862246304563 39.51371057005321)
HA/2679,FONTANELLAS PLAYA,Hotel apartament,Allotjaments,4 estrelles,13/04/1992,Alta,PALMA,Can Pastilla,"Carrer CARABEL·LA, S/N. 07610 Can Pastilla, PALMA, Mallorca","476,318.859124","4,376,028.57332",474,227,FONTANELLAS PARQUE SA (A78789708),POINT (2.7244382030491194 39.53358970118732)
HA/2680,DUNAMAR,Hotel apartament,Allotjaments,4 estrelles,19/03/1992,Alta,SANTA MARGALIDA,Can Picafort,"COLON, 134. 07458 Can Picafort, SANTA MARGALIDA, Mallorca","512,468.9537045","4,402,181.67931",165,51,"HOTEL AMAPOLA, SL (B07027139)",POINT (3.1455869971294894 39.76947352942014)
HA/2686,TROPICANA,Hotel apartament,Allotjaments,4 estrelles,09/10/1992,Alta,SON SERVERA,Cala Millor,"FLOR, S/N. 07560 Cala Millor, SON SERVERA, Mallorca","532,767.351368","4,383,849.52169",288,144,HERCA HOTELS SL (B07767221),POINT (3.3816763098577325 39.60375987469853)
HA/2690,BLAU PUNTA REINA CLUB,Hotel apartament,Allotjaments,4 estrelles,03/02/1993,Alta,MANACOR,Cala Anguila-Cala Mendia,"URB.PUNTA REINA,S/N, S/N. 07689 Cala Anguila-Cala Mendia, MANACOR, Mallorca","527,279.571137","4,374,945.51924","1,743",812,"URBANIZADORA CALA ESTANY, SA (A07035934)",POINT (3.3173893570314497 39.523724150586574)
HA/2692,CLUB SIMO,Hotel apartament,Allotjaments,3 estrelles,30/03/1993,Alta,SON SERVERA,Cala Millor,"AMETLLERS, 24. 07560 Cala Millor, SON SERVERA, Mallorca","532,572.911216","4,383,726.58247",204,102,"AGON CALA D'OR, SLU (B57657702)",POINT (3.379405459900137 39.60265958268486)
HA/2697,IBEROSTAR ALCUDIA PARK,Hotel apartament,Allotjaments,4 estrelles,06/09/1993,Alta,MURO,Platja De Muro,"ALBUFERA S/N URB LAS GAVIOTAS, S/N. 07458 MURO, Mallorca","510,005.57416","4,406,358.31409",800,366,IBEROSTAR HOTELES Y APARTAMENTOS SL (B28049344),POINT (3.116888408026562 39.80713799909817)
HA/2698,IBEROSTAR CIUDAD BLANCA,Hotel apartament,Allotjaments,4 estrelles,02/09/1993,Alta,ALCÚDIA,Port D'Alcúdia,"Carrer JOAN CARLES I, 43. 07410 Port D'Alcúdia, ALCÚDIA, Mallorca",,,920,303,IBEROSTAR HOTELES Y APARTAMENTOS SL (B28049344),
HA/2701,CALA MILLOR PARK,Hotel apartament,Allotjaments,4 estrelles,10/12/1993,Alta,SANT LLORENÇ DES CARDASSAR,Cala Millor,"S'ESTANYOL, 1. 07560 Cala Millor, SANT LLORENÇ DES CARDASSAR, Mallorca","532,738.51631","4,382,790.20229",518,205,ANLUGA SA (A07178908),POINT (3.381288104845581 39.59421626876434)
HA/2702,DIAMANT II,Hotel apartament,Allotjaments,4 estrelles,29/11/1993,Alta,CAPDEPERA,Cala Rajada,"LOS ROMEROS, 22. 07590 Cala Rajada, CAPDEPERA, Mallorca","539,630.133683","4,396,650.84512",178,90,"HOTEL DIAMANT, SL (B07293897)",POINT (3.4623802446303076 39.718810188984904)
HA/2707,Hipotels Mediterráneo Garden,Hotel apartament,Allotjaments,4 estrelles,15/02/1994,Alta,SANT LLORENÇ DES CARDASSAR,Coma (La),"Avinguda SES SAVINES,UR.SA COMA, 22. 07560 Coma (La), SANT LLORENÇ DES CARDASSAR, Mallorca","532,287.392136","4,380,786.260405",324,123,ANLUGA SA (A07178908)  des de 26/01/2016,POINT (3.375936628054513 39.57617736397651)
HA/2708,IBEROSTAR CLUB CALA BARCA,Hotel apartament,Allotjaments,4 estrelles,15/02/1994,Alta,SANTANYÍ,Portopetro,"Carrer SA BARCA TRANCADA, S/N. 07691 Portopetro, SANTANYÍ, Mallorca","517,209.98","4,356,046.86","1,738",734,INVERSORA DE HOTELES VACACIONALES SAU (A57044091),POINT (3.199746694229779 39.353696313754384)
HA/2710,PUERTO DEL SOL,Hotel apartament,Allotjaments,3 estrelles Superior,11/04/1994,Alta,SANTANYÍ,Cala D'Or,"Urbanització PORT CARI - CALA LLONGA, -. 07660 Cala D'Or, SANTANYÍ, Mallorca",,,156,76,"INVERSIONES ULYSES, SL (B07693856)",
HA/2711,Hipotels Club Mediterráneo,Hotel apartament,Allotjaments,4 estrelles,05/04/1994,Alta,SANT LLORENÇ DES CARDASSAR,Coma (La),"Avinguda SES SAVINES, SA COMA,SOL.A-3/4/5, S/N. 07560 Coma (La), SANT LLORENÇ DES CARDASSAR, Mallorca",,,794,333,ANLUGA SA (A07178908),
HA/2713,HIPOTELS CALA BONA CLUB,Hotel apartament,Allotjaments,4 estrelles,28/03/1994,Alta,SON SERVERA,Cala Bona,"Carretera CALA BONA-COSTA DELS PINS (URBANITZACIÓ PORT ROIG), S/N. 07559 Cala Bona, SON SERVERA, Mallorca","533,587.44","4,385,614.16",896,373,"ES RIVETO HOTELS, AIE (G57401663)",POINT (3.3913180561480916 39.61962784220195)
HA/2714,SOL WAVE HOUSE MALLORCA,Hotel apartament,Allotjaments,4 estrelles,06/04/1994,Alta,CALVIÀ,Magaluf,"Avinguda MAGALLUF, 18. 07181 Magaluf, CALVIÀ, Mallorca","459,947.562718","4,373,211.77023",436,193,"AYOSA HOTELES, SL (B57815656)",POINT (2.5341105424603905 39.50760191574171)
HA/2720,AQUASOL,Hotel apartament,Allotjaments,3 estrelles Superior,24/10/1994,Alta,CALVIÀ,Palmanova,"Carrer GERMANS PINZON, 61. 07181 Palmanova, CALVIÀ, Mallorca","459,893.753986","4,374,310.04307",441,134,PANOVA SA (A07100134),POINT (2.5334184695962523 39.51749513252729)
HA/2724,HOTEL APARTAMENTS PALMIRA PAGUERA & SUITES,Hotel apartament,Allotjaments,4 estrelles,29/03/1995,Alta,CALVIÀ,Peguera,"Carrer ALMENDROS, 7. 07160 Peguera, CALVIÀ, Mallorca","453,570.479837","4,376,578.25999",215,118,RAYOCA SA (A07232978)  des de 16/12/2021,POINT (2.4597002799975742 39.53761357427424)
HA/2725,EDEN LAGO,Hotel apartament,Allotjaments,4 estrelles,16/05/1995,Alta,ALCÚDIA,Port D'Alcúdia,"Carrer SES SAVINES, S/N. 07410 Port D'Alcúdia, ALCÚDIA, Mallorca","509,646.627731","4,407,582.94864",434,228,HOLUDIA SL (B07031461),POINT (3.1127131056642576 39.81817619949631)
HA/2728,DON CAMILO,Hotel apartament,Allotjaments,4 estrelles,20/06/1995,Alta,ANDRATX,Sant Elm,"CALA ES CONILLS, 5. 07159 Sant Elm, ANDRATX, Mallorca","444,611.247437","4,380,998.21782",132,60,APARTAHOTEL DON CAMILO SA (A07830607),POINT (2.3550788060833527 39.576905697654865)
HA/2736,CLUB CALA ROMANI,Hotel apartament,Allotjaments,3 estrelles,05/12/1995,Alta,MANACOR,Cales De Mallorca,"Carrer SA MOLA, S/N. 07689 Cales De Mallorca, MANACOR, Mallorca","523,660.8459","4,368,269.88539",918,502,BALESTE SA (A07735251),POINT (3.275049969798829 39.4636807634187)
HA/2737,MARACAIBO,Hotel apartament,Allotjaments,3 estrelles Superior,22/01/1996,Alta,SANTA MARGALIDA,Can Picafort,"ALEMANIA, 24. 07458 Can Picafort, SANTA MARGALIDA, Mallorca","512,966.660688","4,401,873.76404",81,39,EXPLOTACIONES TURISTICAS ARENAL 26 SL (B07629371),POINT (3.151392108233524 39.76669173722439)
HA/2739,CALA MANDIA PARK,Hotel apartament,Allotjaments,3 estrelles,30/06/1997,Alta,MANACOR,Cala Anguila-Cala Mendia,"URB.CALA MANDIA,SL.58B,59 APTDO C. 1, S/N. 07689 Cala Anguila-Cala Mendia, MANACOR, Mallorca",,,199,87,CESGARDEN SL (B07887441)  des de 11/03/2020,
HA/2740,INSOTEL CALA MANDIA RESORT & SPA,Hotel apartament,Allotjaments,4 estrelles,16/09/1996,Alta,MANACOR,Cala Anguila-Cala Mendia,"Carrer FEDERICO GARCIA LORCA, S/N, S/N. 07680 Cala Anguila-Cala Mendia, MANACOR, Mallorca","526,908.926384","4,374,899.36507","1,214",564,CALA MANDIA SA (A07146277),POINT (3.313075213689616 39.52331997609667)
HA/2743,EDEN ALCUDIA,Hotel apartament,Allotjaments,3 estrelles,17/09/1996,Alta,ALCÚDIA,Port D'Alcúdia,"ARTA-ALCUDIA, 135. 07410 ALCÚDIA, Mallorca","509,765.559098","4,407,403.7674",520,260,CAP FARRUTX SA (A07122724),POINT (3.114100050965176 39.816560405834444)
HA/2744,PLATJA DAURADA,Hotel apartament,Allotjaments,4 estrelles,18/11/1996,Alta,SANTA MARGALIDA,Can Picafort,"Avinguda COLON, S/N. 07458 Can Picafort, SANTA MARGALIDA, Mallorca","512,872.558887","4,402,014.82889",604,311,PLATJA DORADA SA (A07189079),POINT (3.1502961908361953 39.76796417833958)
HA/2746,PLAYA GARDEN,Hotel apartament,Allotjaments,4 estrelles,16/12/1996,Alta,MURO,Platja De Muro,"Carretera ALCUDIA - ARTA, KM 25.9, S/N. 07458 Platja De Muro, MURO, Mallorca","510,884.267339","4,404,008.88741",452,226,CESGARDEN SL (B07887441),POINT (3.1271145928442476 39.785958640596455)
HA/2748,ZAFIRO TROPIC,Hotel apartament,Allotjaments,4 estrelles,09/01/1997,Alta,ALCÚDIA,Port D'Alcúdia,"Carrer ANSELM TURMEDA, 1. 07400 Port D'Alcúdia, ALCÚDIA, Mallorca","510,898.935384","4,410,269.30306",649,340,INVERSIONES PLOMER SL (B07985823),POINT (3.127389983444233 39.84236523775128)
HA/2749,VIVA SUNRISE,Hotel apartament,Allotjaments,4 estrelles,09/01/1997,Alta,ALCÚDIA,Port D'Alcúdia,"Avinguda MEXICO, S/N. 07400 Port D'Alcúdia, ALCÚDIA, Mallorca",,,488,260,INVERSIONES PASCUAL SL (B07461767),
HA/2752,BONAIRE,Hotel apartament,Allotjaments,4 estrelles,14/02/1997,Alta,SON SERVERA,Cala Bona,"CALA BONA COSTA DE LOS PINOS, S/N. 07559 Cala Bona, SON SERVERA, Mallorca","531,847.021354","4,387,905.95388",396,208,"PROMOCIONES TURISTICAS DE CALA MILLOR, SL (B07160393)",POINT (3.371151647024831 39.6403438688459)
HA/2753,ZAFIRO BAHIA,Hotel apartament,Allotjaments,4 estrelles,21/04/1997,Alta,MURO,Platja De Muro,"Carretera ARTA - PORT D'ALCUDIA, KM 25,7, S/N. 07458 Platja De Muro, MURO, Mallorca","510,932.36539","4,404,248.85999",694,289,INVERSIONES PLOMER SL (B07985823),POINT (3.127680313094171 39.78812020389477)
HA/2755,ELISA,Hotel apartament,Allotjaments,4 estrelles,22/05/1997,Alta,MURO,Platja De Muro,"Carrer LAS GAVIOTAS. CIRUCUIT DEL LLAC, 4. 07440 Platja De Muro, MURO, Mallorca","509,297.253314","4,406,715.81363",148,71,ACUSA SA (A08764193),POINT (3.108618654458461 39.81036714063833)
HA/2757,PROTUR MONTE SAFARI,Hotel apartament,Allotjaments,4 estrelles,29/09/1997,Alta,SANT LLORENÇ DES CARDASSAR,Cala Millor,"SON SERVERA-PORTOCRISTO, KM.7,2, S/N. 07560 Cala Millor, SANT LLORENÇ DES CARDASSAR, Mallorca","531,673.32","4,383,212.02",658,329,"SA COMA RESORT, SL (B58252669)",POINT (3.368902735298044 39.59805699520116)
HA/2759,EL LAGO BEACH,Hotel apartament,Allotjaments,3 estrelles,06/11/1997,Alta,ALCÚDIA,Port D'Alcúdia,"Carrer MURTA, 1. 07410 Port D'Alcúdia, ALCÚDIA, Mallorca","509,829.666413","4,409,033.20966",330,110,"Promociones Puerto de Alcudia, SL (A07180391)  des de 15/07/2020",POINT (3.1148735199174493 39.83124103818095)
HA/2760,ESTRELLA DE MAR,Hotel apartament,Allotjaments,4 estrelles,29/10/1997,Alta,ALCÚDIA,Port D'Alcúdia,"Carrer ESTRELLA DE MAR, S/N, S/N. 07410 Port D'Alcúdia, ALCÚDIA, Mallorca","511,025.492009","4,410,418.59402",250,125,ALLTOURS ESPAÑA SL (B35379841),POINT (3.1288717258186227 39.843708719274524)
HA/2762,LA DORADA,Hotel apartament,Allotjaments,4 estrelles Superior,10/12/1997,Alta,MURO,Platja De Muro,"ALCUDIA - ARTA, KM. 5,5, S/N. 07440 MURO, Mallorca","510,132.149097","4,405,852.93064",544,272,APARTAMENTOS ZENITH SA (A07123441),POINT (3.118359287320127 39.80258295090773)
HA/2764,BAHIA CAMP DE MAR SUITES,Hotel apartament,Allotjaments,4 estrelles,15/05/1998,Alta,ANDRATX,Camp De Mar,"FRANCISCA CAPLLONCH PLOMER, 11","450,012.0067999996","4,376,812.682",192,64,SUNSIK SA (A07407026),POINT (2.418274675652822 39.53952587927612)
HA/2765,ONA VILLAGE CALA D'OR,Hotel apartament,Allotjaments,4 estrelles,05/06/1998,Alta,SANTANYÍ,Cala D'Or,"VOLTOR S/N URB.SEMENTER, S/N. 07660 Cala D'Or, SANTANYÍ, Mallorca","519,631.942854","4,357,751.39553",155,44,"CALA PI MAINTENANCE, SL (B07644974)",POINT (3.2279067867839175 39.36900377606519)
HA/2766,BLUE SEA GRAN PLAYA,Hotel apartament,Allotjaments,3 estrelles,03/06/1998,Alta,SANT LLORENÇ DES CARDASSAR,Coma (La),"Carrer CARDS, S/N. 07560 Coma (La), SANT LLORENÇ DES CARDASSAR, Mallorca","532,148.622006","4,380,895.22738",308,112,"HOTELS & RESORTS BLUE SEA MANAGEMENT, SL (B57817215)  des de 20/06/2019",POINT (3.374326178463008 39.57716440142429)
HA/2769,PROTUR VISTA BADIA,Hotel apartament,Allotjaments,4 estrelles,09/07/1998,Alta,SANT LLORENÇ DES CARDASSAR,Coma (La),"CIPRESES - URBANITZACIÓ EL DORADO, S/N. 07560 Coma (La), SANT LLORENÇ DES CARDASSAR, Mallorca","532,298.436101","4,381,272.77687",520,260,"SA COMA RESORT, SL (B58252669)  des de 28/10/2010",POINT (3.3760889058336563 39.5805605902022)
HA/2770,CIUDAD LAUREL,Hotel apartament,Allotjaments,3 estrelles,09/07/1998,Alta,SON SERVERA,Cala Millor,"AMETLLERS, S/N",,,440,220,LAUREL EXPLOTACIONES SL (B07563406),
HA/2771,PICAFORT BEACH,Hotel apartament,Allotjaments,4 estrelles,09/07/1998,Alta,SANTA MARGALIDA,Can Picafort,"Avinguda COLON, 134. 07458 Can Picafort, SANTA MARGALIDA, Mallorca","512,813.601281","4,402,045.73361",255,119,COMPAÑIA HOTELERA DE ALCUDIA SA (A07142201),POINT (3.1496084241823947 39.768243523326156)
HA/2780,VIVA BLUE,Hotel apartament,Allotjaments,4 estrelles,03/03/1999,Alta,MURO,Platja De Muro,"Passeig DE BATEMAN S/N, S/N. 07440 Platja De Muro, MURO, Mallorca","509,955.414784","4,406,231.61988",504,265,INVERSIONES PASCUAL SL (B07461767),POINT (3.1163005074854566 39.805997062185405)
HA/2784,GREEN GARDEN,Hotel apartament,Allotjaments,4 estrelles,28/04/1999,Alta,CAPDEPERA,Cala Rajada,"Carrer CASTELLET, 59. 07590 Cala Rajada, CAPDEPERA, Mallorca","539,416.41952","4,395,829.55427",452,236,CESGARDEN SL (B07887441),POINT (3.459837694366632 39.71142029804171)
HA/2789,GLOBALES BOUGANVILLA,Hotel apartament,Allotjaments,3 estrelles,21/06/1999,Alta,SANT LLORENÇ DES CARDASSAR,Coma (La),"MARGALIDES, 21",,,"1,604",614,"AMLA EXPLOTACIONES TURISTICAS, SA (A83791558)",
HA/2791,SES FOTGES,Hotel apartament,Allotjaments,4 estrelles,16/07/1999,Alta,MURO,Platja De Muro,"Avinguda S'ALBUFERA, 14. 07440 Platja De Muro, MURO, Mallorca","510,109.31765","4,405,854.08259",435,150,Margarita Lliteras Nadal des de 07/03/2023,POINT (3.1180925987363945 39.80259360180859)
HA/2792,GARBI CALA MILLOR,Hotel apartament,Allotjaments,4 estrelles,08/09/1999,Alta,SANT LLORENÇ DES CARDASSAR,Cala Millor,"CRISTÒFOL COLOM, 146. -, -",,,448,222,FAGACA SA (A17027186),
HA/2794,LA PERGOLA,Hotel apartament,Allotjaments,4 estrelles,03/11/1999,Alta,ANDRATX,Port D'Andratx,"Avinguda S'ALMUDAINA, 16. 07157 Port D'Andratx, ANDRATX, Mallorca","446,919.090173","4,377,815.26466",292,135,"ENIX, SL (B07018781)",POINT (2.3822032855226434 39.548373438213645)
HA/2795,DUNAS CALA MILLOR,Hotel apartament,Allotjaments,4 estrelles,18/11/1999,Alta,SANT LLORENÇ DES CARDASSAR,Cala Millor,"SA COMA, S/N. 07560 Cala Millor, SANT LLORENÇ DES CARDASSAR, Mallorca","532,993.99","4,382,153.31",337,101,DUNAS CALA NAU SA (A07084932),POINT (3.3842317072748727 39.58846791739449)
HA/2797,PROTUR SAFARI PARK,Hotel apartament,Allotjaments,4 estrelles,29/12/1999,Alta,SANT LLORENÇ DES CARDASSAR,Coma (La),"LILES, S/N. 07560 Coma (La), SANT LLORENÇ DES CARDASSAR, Mallorca","532,441.301266","4,381,234.40059","1,397",637,"SA COMA RESORT, SL (B58252669)",POINT (3.37775054295461 39.58020941423981)
HA/2798,PARAISO DE ALCUDIA,Hotel apartament,Allotjaments,4 estrelles,03/05/2000,Alta,ALCÚDIA,Port D'Alcúdia,"Avinguda LAS PALMERAS, S/N. 07400 Port D'Alcúdia, ALCÚDIA, Mallorca","510,088.293647","4,409,062.85169",615,218,ANALBERT SA (A07016033),POINT (3.1178963946434135 39.8315050823618)
