DATA_HI,PERÍODE_HI,NO_HI,NO2_HI,PM10_HI,TMP_HI,O3_HI
22/05/2020,2,1.5,4,3,16,32
22/05/2020,3,1,2,3,15.8,41
22/05/2020,4,1.4,3,3,16.1,51
22/05/2020,5,3.4,10,3,16.3,46
22/05/2020,6,21.3,36,8,19.5,20
22/05/2020,7,4.8,24,16,21.5,55
22/05/2020,8,3.1,13,3,23.6,75
22/05/2020,9,4.1,11,3,25.3,87
22/05/2020,10,3.9,12,3,26.5,92
22/05/2020,11,7.2,18,3,27,86
22/05/2020,12,1.8,8,3,26,95
22/05/2020,13,2.4,6,3,26.4,92
22/05/2020,14,15.1,24,3,26,76
22/05/2020,15,6.3,19,3,25.8,83
22/05/2020,16,1.3,11,3,25.6,100
22/05/2020,17,1,10,6,24.8,98
22/05/2020,18,1,7,6,24.1,96
22/05/2020,19,1,5,3,22.9,90
22/05/2020,20,1,4,3,21.3,76
22/05/2020,21,1,3,7,20.1,68
22/05/2020,22,1,2,14,19.6,63
22/05/2020,23,1,2,17,19.2,68
22/05/2020,24,1,2,6,18.9,65
23/05/2020,1,1.8,4,9,18.7,64
23/05/2020,2,1,2,13,18.3,66
23/05/2020,3,1,3,11,18.1,66
23/05/2020,4,1,2,7,17.9,57
23/05/2020,5,2.8,6,3,17.8,52
23/05/2020,6,1,3,3,18.8,57
23/05/2020,7,1.8,5,3,20.2,66
23/05/2020,8,3.1,9,3,21.2,71
23/05/2020,9,1.4,7,3,22.2,78
23/05/2020,10,1.3,7,3,23.1,81
23/05/2020,11,2.6,10,3,24.2,83
23/05/2020,12,1.3,6,3,24.6,92
23/05/2020,13,1.7,6,3,24.7,101
23/05/2020,14,1,5,3,24.6,105
23/05/2020,15,1,3,7,24.5,109
23/05/2020,16,1,4,7,24.5,108
23/05/2020,17,1,3,3,24.4,109
23/05/2020,18,1,3,8,23.9,105
23/05/2020,19,1,4,12,21.7,91
23/05/2020,20,1,3,12,20,87
23/05/2020,21,1,2,8,19.6,89
23/05/2020,22,1,2,3,19.6,76
23/05/2020,23,1,2,10,19.3,61
23/05/2020,24,1,2,14,18.7,61
24/05/2020,1,1,2,20,18.4,63
24/05/2020,2,1,2,13,17.9,65
24/05/2020,3,1,2,18,17.5,68
24/05/2020,4,1,2,12,17.4,72
24/05/2020,5,1,2,10,17.4,67
24/05/2020,6,1,2,18,17.6,64
24/05/2020,7,1,2,9,17.5,60
24/05/2020,8,1,2,11,18.1,62
24/05/2020,9,1,2,17,18.8,63
24/05/2020,10,1.3,2,3,19.4,70
24/05/2020,11,1,2,8,20,77
24/05/2020,12,1,2,9,20.2,77
24/05/2020,13,1,2,3,20.4,77
24/05/2020,14,1,2,3,20.1,78
24/05/2020,15,1,2,3,19.4,78
24/05/2020,16,1,2,3,19.1,79
24/05/2020,17,1,2,10,18.9,82
24/05/2020,18,1,2,12,18.9,82
24/05/2020,19,1,2,9,18.5,83
24/05/2020,20,1.5,6,7,18,75
24/05/2020,21,1,7,10,17.9,64
24/05/2020,22,1,3,20,16.6,46
24/05/2020,23,1,2,,15.7,34
24/05/2020,24,1,2,8,15.3,31
25/05/2020,1,1,2,11,15.7,42
25/05/2020,2,1,2,6,16.2,49
25/05/2020,3,1,2,3,16.6,59
25/05/2020,4,1,2,7,17.7,74
25/05/2020,5,2.4,4,11,17.9,68
25/05/2020,6,5.4,9,17,19,66
25/05/2020,7,3.5,7,6,19,72
25/05/2020,8,2.9,3,7,19.5,76
25/05/2020,9,1.7,2,10,20.5,76
25/05/2020,10,2.6,5,11,20.7,80
25/05/2020,11,,,9,20.9,
25/05/2020,12,,,11,20.8,
25/05/2020,13,,,13,21,
25/05/2020,14,2.1,3,9,20.9,79
25/05/2020,15,1.7,3,9,20.8,81
25/05/2020,16,1.7,3,7,19.4,84
25/05/2020,17,1.3,3,26,19.5,86
25/05/2020,18,1,3,,19.2,93
25/05/2020,19,1,2,3,18.6,96
25/05/2020,20,1,3,8,17.9,96
25/05/2020,21,1,2,,17.6,97
25/05/2020,22,,,,17.4,84
25/05/2020,23,1,2,,17.2,91
25/05/2020,24,1,2,19,17.1,86
26/05/2020,1,1,3,22,16.9,72
26/05/2020,2,3.4,2,21,16.5,61
26/05/2020,3,2.1,3,13,16.5,56
26/05/2020,4,1.3,2,24,16.4,51
26/05/2020,5,2.3,5,8,16.7,53
26/05/2020,6,2.8,8,8,18.2,75
26/05/2020,7,2.6,6,3,19.7,98
26/05/2020,8,3.2,9,6,21.1,103
26/05/2020,9,2.1,6,3,21.8,103
26/05/2020,10,2.7,8,3,22.9,103
26/05/2020,11,1.5,6,3,23.2,100
26/05/2020,12,1.7,5,3,23,95
26/05/2020,13,1,2,3,22.9,96
26/05/2020,14,1,2,3,23.5,96
26/05/2020,15,1.8,4,3,24.2,98
26/05/2020,16,1,3,3,24.2,97
26/05/2020,17,1.7,4,8,22.8,94
26/05/2020,18,1.3,2,7,22.1,95
26/05/2020,19,1.6,2,3,20.7,95
26/05/2020,20,2,4,3,19.4,80
26/05/2020,21,1,3,6,18.1,64
26/05/2020,22,1,2,24,17.4,55
26/05/2020,23,1.5,2,18,17,47
26/05/2020,24,1,2,12,17,47
27/05/2020,1,1,2,11,16.5,45
27/05/2020,2,1,2,3,16.5,49
27/05/2020,3,2.1,2,3,17,77
27/05/2020,4,1,2,8,16.7,59
27/05/2020,5,2.3,4,13,17.1,59
27/05/2020,6,3.7,7,13,18.2,68
27/05/2020,7,3.5,8,11,19.7,87
27/05/2020,8,3.5,10,6,21,90
27/05/2020,9,2.1,7,4,22.6,99
27/05/2020,10,1.8,7,3,23.5,98
27/05/2020,11,1.6,9,3,21.9,100
27/05/2020,12,1,7,10,22.7,101
27/05/2020,13,1,6,14,23,99
27/05/2020,14,1,7,9,23.3,96
27/05/2020,15,1.8,7,7,22.5,95
27/05/2020,16,1,8,7,22.1,93
27/05/2020,17,1,6,16,22,90
27/05/2020,18,1.3,5,12,22.2,90
27/05/2020,19,1.3,3,10,21,81
27/05/2020,20,1.3,3,7,19.8,73
27/05/2020,21,1.8,3,6,18.9,62
27/05/2020,22,1,2,19,18.3,57
27/05/2020,23,1,2,6,17.8,50
27/05/2020,24,1,2,19,16.9,35
28/05/2020,1,2,2,10,16.7,34
28/05/2020,2,2.8,3,8,16.4,31
28/05/2020,3,1,2,10,15.9,28
28/05/2020,4,1,3,9,15.6,29
28/05/2020,5,2.2,6,6,15.7,29
28/05/2020,6,3.1,7,11,17.5,39
28/05/2020,7,2.4,3,7,19.4,66
28/05/2020,8,2.4,3,6,20.8,74
28/05/2020,9,2.1,4,13,22.1,79
28/05/2020,10,1.8,4,12,23,81
28/05/2020,11,2,8,3,21.8,81
28/05/2020,12,1.3,7,,21.3,85
28/05/2020,13,1,6,8,21.3,83
28/05/2020,14,1.3,6,7,21.7,81
